Nome,Indirizzo,Posizione,Telefono 1,Telefono 2, Email, Sito
Casa Vacanze Hermes,"Elmo di Sorano ( Gr) loc. palazetto, 26, Italia","42.6997738,11.6861423",328 422 0743,,,https://casavacanzehermes.wordpress.com/
